day,person_direction,top_outer_category,top_outer_neck_style,top_outer_fit,top_outer_formality,top_outer_design,top_outer_length,top_outer_sleeve_length,top_outer_reflection,top_outer_color,presence_of_top_inner,top_inner_category,top_inner_neck_style,top_inner_fit,top_inner_formality,top_inner_design,top_inner_length,top_inner_sleeve_length,top_inner_reflection,top_inner_color,bottom_category,bottom_design,bottom_fit,bottom_formality,bottom_color,person_id
8,back,t-shirt,round-neck,medium,informal,hor_stripes,short,long,no,"dark_red,white",no,?,?,?,?,?,?,?,?,"?",sweat_pants,solid,medium,informal,"dark_grey",person23
9,front,jacket,collar,tight,informal,solid,short,long,no,"grey",no,?,?,?,?,?,?,?,?,"?",sweat_pants,solid,medium,informal,"dark_grey",person23
9,back,jacket,collar,tight,informal,solid,short,long,no,"grey",no,?,?,?,?,?,?,?,?,"?",sweat_pants,solid,medium,informal,"dark_grey",person23
10,front,hoodie,turtle-neck,loose,informal,solid,short,long,no,"grey",no,?,?,?,?,?,?,?,?,"?",sweat_pants,solid,medium,informal,"dark_grey",person23
10,back,hoodie,hood,loose,informal,solid,short,long,no,"grey",no,?,?,?,?,?,?,?,?,"?",sweat_pants,solid,medium,informal,"dark_grey",person23
11,front,shirt,collar,loose,semi-formal,checked_pattern,short,long,no,"black,dark_blue",no,?,?,?,?,?,?,?,?,"?",sweat_pants,solid,medium,informal,"dark_grey",person23
11,back,shirt,collar,loose,semi-formal,checked_pattern,short,long,no,"black,dark_blue",no,?,?,?,?,?,?,?,?,"?",sweat_pants,solid,medium,informal,"dark_grey",person23
12,front,t-shirt,round-neck,medium,informal,solid,short,long,no,"dark_blue",no,?,?,?,?,?,?,?,?,"?",sweat_pants,solid,medium,informal,"dark_grey",person23
12,back,t-shirt,round-neck,medium,informal,solid,short,long,no,"dark_blue",no,?,?,?,?,?,?,?,?,"?",sweat_pants,solid,medium,informal,"dark_grey",person23
13,front,t-shirt,round-neck,medium,informal,solid,short,long,no,"dark_blue",no,?,?,?,?,?,?,?,?,"?",sweat_pants,solid,tight,informal,"black",person23
13,back,t-shirt,round-neck,medium,informal,solid,short,long,no,"dark_blue",no,?,?,?,?,?,?,?,?,"?",sweat_pants,solid,tight,informal,"black",person23
14,front,t-shirt,round-neck,medium,informal,graphics_with_text,short,long,no,"dark_red,white",no,?,?,?,?,?,?,?,?,"?",sweat_pants,solid,tight,informal,"black",person23
14,back,t-shirt,round-neck,medium,informal,hor_stripes,short,long,no,"dark_red,white",no,?,?,?,?,?,?,?,?,"?",sweat_pants,solid,tight,informal,"black",person23
15,front,hoodie,hood,medium,informal,ver_stripes,short,long,no,"white,light_grey",no,?,?,?,?,?,?,?,?,"?",long_pants,solid,medium,informal,"light_blue",person23
15,back,hoodie,hood,medium,informal,ver_stripes,short,long,no,"white,light_grey",no,?,?,?,?,?,?,?,?,"?",long_pants,solid,medium,informal,"light_blue",person23
16,front,t-shirt,round-neck,tight,informal,text,short,long,no,"white,dark_purple",no,?,?,?,?,?,?,?,?,"?",long_pants,solid,medium,informal,"light_blue",person23
16,back,t-shirt,round-neck,tight,informal,solid,short,long,no,"white",no,?,?,?,?,?,?,?,?,"?",long_pants,solid,medium,informal,"light_blue",person23
17,front,jacket,hood,loose,informal,solid,short,long,no,"black",no,?,?,?,?,?,?,?,?,"?",sweat_pants,solid,tight,informal,"black",person23
17,back,jacket,hood,loose,informal,solid,short,long,no,"black",no,?,?,?,?,?,?,?,?,"?",sweat_pants,solid,tight,informal,"black",person23
18,front,t-shirt,round-neck,tight,informal,solid,short,long,no,"white,dark_purple",no,?,?,?,?,?,?,?,?,"?",sweat_pants,solid,tight,informal,"black",person23
18,back,t-shirt,round-neck,tight,informal,solid,short,long,no,"white",no,?,?,?,?,?,?,?,?,"?",sweat_pants,solid,tight,informal,"black",person23
19,front,hoodie,hood,medium,informal,ver_stripes,short,long,no,"white,light_grey",no,?,?,?,?,?,?,?,?,"?",sweat_pants,solid,tight,informal,"black",person23
19,back,hoodie,hood,medium,informal,ver_stripes,short,long,no,"white,light_grey",no,?,?,?,?,?,?,?,?,"?",sweat_pants,solid,tight,informal,"black",person23
20,front,hoodie,hood,loose,informal,solid,short,long,no,"light_grey",no,?,?,?,?,?,?,?,?,"?",sweat_pants,solid,tight,informal,"black",person23
20,back,hoodie,hood,loose,informal,solid,short,long,no,"light_grey",no,?,?,?,?,?,?,?,?,"?",sweat_pants,solid,tight,informal,"black",person23
21,front,shirt,collar,loose,semi-formal,checked_pattern,short,long,no,"black,dark_blue",yes,t-shirt,round-neck,medium,informal,solid,short,?,no,"dark_blue",sweat_pants,solid,medium,informal,"light_pink",person23
21,back,shirt,collar,loose,semi-formal,checked_pattern,short,long,no,"black,dark_blue",no,?,?,?,?,?,?,?,?,"?",sweat_pants,solid,medium,informal,"light_pink",person23
22,front,t-shirt,round-neck,medium,informal,solid,short,long,no,"dark_blue",no,?,?,?,?,?,?,?,?,"?",sweat_pants,solid,medium,informal,"light_pink",person23
22,back,t-shirt,round-neck,medium,informal,solid,short,long,no,"dark_blue",no,?,?,?,?,?,?,?,?,"?",sweat_pants,solid,medium,informal,"light_pink",person23
23,front,t-shirt,round-neck,medium,informal,graphics_with_text,short,long,no,"dark_red,white",no,?,?,?,?,?,?,?,?,"?",sweat_pants,solid,medium,informal,"light_pink",person23
23,back,t-shirt,round-neck,medium,informal,hor_stripes,short,long,no,"dark_red,white",no,?,?,?,?,?,?,?,?,"?",sweat_pants,solid,medium,informal,"light_pink",person23
24,front,hoodie,turtle-neck,loose,informal,solid,short,long,no,"light_grey",no,?,?,?,?,?,?,?,?,"?",sweat_pants,solid,medium,informal,"light_pink",person23
24,back,hoodie,hood,loose,informal,solid,short,long,no,"light_grey",no,?,?,?,?,?,?,?,?,"?",sweat_pants,solid,medium,informal,"light_pink",person23
25,front,hoodie,hood,loose,informal,graphics_with_text,short,long,no,"white,light_pink,brown",no,?,?,?,?,?,?,?,?,"?",sweat_pants,solid,medium,informal,"light_pink",person23
25,back,hoodie,hood,loose,informal,solid,short,long,no,"light_pink",no,?,?,?,?,?,?,?,?,"?",sweat_pants,solid,medium,informal,"light_pink",person23
26,front,t-shirt,round-neck,medium,informal,solid,short,long,no,"dark_grey",no,?,?,?,?,?,?,?,?,"?",sweat_pants,solid,medium,informal,"light_pink",person23
26,back,t-shirt,round-neck,medium,informal,solid,short,long,no,"dark_grey",no,?,?,?,?,?,?,?,?,"?",sweat_pants,solid,medium,informal,"light_pink",person23
27,front,jacket,collar,tight,informal,solid,short,long,no,"grey",yes,t-shirt,round-neck,tight,informal,solid,short,?,no,"dark_blue",sweat_pants,solid,medium,informal,"light_pink",person23
27,back,jacket,round-neck,tight,informal,solid,short,long,no,"grey",no,?,?,?,?,?,?,?,?,"?",sweat_pants,solid,medium,informal,"light_pink",person23
28,front,jacket,collar,tight,informal,solid,short,long,no,"grey",no,?,?,?,?,?,?,?,?,"?",sweat_pants,solid,tight,informal,"black",person23
28,back,jacket,round-neck,tight,informal,solid,short,long,no,"grey",no,?,?,?,?,?,?,?,?,"?",sweat_pants,solid,tight,informal,"black",person23
29,front,t-shirt,round-neck,medium,informal,solid,short,long,no,"dark_grey",no,?,?,?,?,?,?,?,?,"?",sweat_pants,solid,tight,informal,"black",person23
29,back,t-shirt,round-neck,medium,informal,solid,short,long,no,"dark_grey",no,?,?,?,?,?,?,?,?,"?",sweat_pants,solid,tight,informal,"black",person23
30,front,shirt,collar,loose,semi-formal,checked_pattern,short,long,no,"black,dark_blue",no,?,?,?,?,?,?,?,?,"?",sweat_pants,solid,tight,informal,"black",person23
30,back,shirt,collar,loose,semi-formal,checked_pattern,short,long,no,"black,dark_blue",no,?,?,?,?,?,?,?,?,"?",sweat_pants,solid,tight,informal,"black",person23
1,front,jacket,hood,medium,informal,solid,short,long,yes,"black",no,?,?,?,?,?,?,?,?,"?",jeans,N-tone,medium,informal,"dark_blue,grey",person24
1,back,jacket,hood,medium,informal,solid,short,long,yes,"black",no,?,?,?,?,?,?,?,?,"?",jeans,N-tone,medium,informal,"dark_blue,grey",person24
2,front,sweater,round-neck,medium,semi-formal,hor_stripes,short,long,no,"grey,dark_grey,green,_blue,black,dark_blue",yes,shirt,collar,?,?,?,?,?,no,"light_grey",jeans,N-tone,medium,informal,"dark_blue,grey",person24
2,back,sweater,round-neck,medium,semi-formal,hor_stripes,short,long,no,"grey,dark_grey,green,_blue,black,dark_blue",yes,shirt,collar,?,?,?,?,?,no,"light_grey",jeans,N-tone,medium,informal,"dark_blue,grey",person24
3,front,t-shirt,round-neck,medium,informal,graphics_with_text,short,short,no,"blue,white",no,?,?,?,?,?,?,?,?,"?",jeans,N-tone,medium,informal,"dark_blue,grey",person24
3,back,t-shirt,round-neck,medium,informal,solid,short,short,no,"blue",no,?,?,?,?,?,?,?,?,"?",jeans,N-tone,medium,informal,"dark_blue,grey",person24
4,front,shirt,collar,medium,semi-formal,solid,short,long,no,"light_grey",yes,?,round-neck,medium,informal,graphics_with_text,short,?,no,"light_red,yellow,dark_red",jeans,N-tone,medium,informal,"dark_blue,grey",person24
4,back,shirt,collar,medium,semi-formal,solid,short,long,no,"light_grey",no,?,?,?,?,?,?,?,?,"?",jeans,N-tone,medium,informal,"dark_blue,grey",person24
5,front,shirt,collar,medium,semi-formal,solid,short,long,no,"light_grey",no,?,?,?,?,?,?,?,?,"?",jeans,N-tone,medium,informal,"dark_blue,grey",person24
5,back,shirt,collar,medium,semi-formal,solid,short,long,no,"light_grey",no,?,?,?,?,?,?,?,?,"?",jeans,N-tone,medium,informal,"dark_blue,grey",person24
6,front,t-shirt,round-neck,medium,informal,text,short,short,no,"dark_blue,white",no,?,?,?,?,?,?,?,?,"?",jeans,N-tone,medium,informal,"dark_blue,grey",person24
6,back,t-shirt,round-neck,medium,informal,solid,short,short,no,"dark_blue",no,?,?,?,?,?,?,?,?,"?",jeans,N-tone,medium,informal,"dark_blue,grey",person24
7,front,hoodie,hood,medium,informal,ver_stripes,short,long,no,"dark_grey",yes,shirt,collar,?,?,?,?,?,no,"light_grey",jeans,N-tone,medium,informal,"dark_blue,grey",person24
7,back,hoodie,hood,medium,informal,solid,short,long,no,"dark_grey",yes,shirt,collar,?,?,?,?,?,no,"light_grey",jeans,N-tone,medium,informal,"dark_blue,grey",person24
8,front,shirt,round-neck,medium,informal,checked_pattern,short,long,no,"black,purple,dark_purple",no,?,?,?,?,?,?,?,?,"?",jeans,N-tone,medium,informal,"dark_blue,grey",person24
8,back,shirt,round-neck,medium,informal,solid,short,long,no,"black",no,?,?,?,?,?,?,?,?,"?",jeans,N-tone,medium,informal,"dark_blue,grey",person24
9,front,shirt,collar,medium,semi-formal,checked_pattern,short,long,no,"blue,white",yes,?,round-neck,medium,informal,graphics_with_text,short,?,no,"light_red,yellow,dark_red",jeans,N-tone,medium,informal,"dark_blue,grey",person24
9,back,shirt,collar,medium,semi-formal,checked_pattern,short,long,no,"blue,white",no,?,?,?,?,?,?,?,?,"?",jeans,N-tone,medium,informal,"dark_blue,grey",person24
10,front,shirt,collar,medium,semi-formal,checked_pattern,short,long,no,"blue,white",yes,?,round-neck,medium,informal,text,short,?,no,"blue,white",jeans,N-tone,medium,informal,"dark_blue,grey",person24
10,back,shirt,collar,medium,semi-formal,checked_pattern,short,long,no,"blue,white",no,?,?,?,?,?,?,?,?,"?",jeans,N-tone,medium,informal,"dark_blue,grey",person24
11,front,shirt,round-neck,medium,informal,hor_stripes,short,long,no,"dark_blue,blue,grey",no,?,?,?,?,?,?,?,?,"?",long_pants,solid,medium,semi-formal,"light_brown",person24
11,back,shirt,round-neck,medium,informal,hor_stripes,short,long,no,"dark_blue,blue,grey",no,?,?,?,?,?,?,?,?,"?",long_pants,solid,medium,semi-formal,"light_brown",person24
12,front,shirt,collar,medium,informal,checked_pattern,short,long,no,"red,dark_blue",yes,?,round-neck,medium,informal,text,short,?,no,"blue,white",jeans,N-tone,medium,informal,"dark_blue,grey",person24
12,back,shirt,collar,medium,informal,checked_pattern,short,long,no,"red,dark_blue",no,?,?,?,?,?,?,?,?,"?",jeans,N-tone,medium,informal,"dark_blue,grey",person24
13,front,shirt,collar,medium,semi-formal,solid,short,long,no,"light_grey",yes,?,round-neck,medium,informal,text,short,?,no,"blue,white",jeans,N-tone,medium,informal,"dark_blue,grey",person24
13,back,shirt,collar,medium,semi-formal,solid,short,long,no,"light_grey",no,?,?,?,?,?,?,?,?,"?",jeans,N-tone,medium,informal,"dark_blue,grey",person24
14,front,t-shirt,round-neck,medium,informal,graphics_with_text,short,short,no,"blue,white",no,?,?,?,?,?,?,?,?,"?",long_pants,solid,medium,semi-formal,"light_brown",person24
14,back,t-shirt,round-neck,medium,informal,solid,short,short,no,"blue",no,?,?,?,?,?,?,?,?,"?",long_pants,solid,medium,semi-formal,"light_brown",person24
15,front,shirt,collar,medium,semi-formal,checked_pattern,short,long,no,"blue,white",no,?,?,?,?,?,?,?,?,"?",jeans,N-tone,medium,informal,"dark_blue,grey",person24
15,back,shirt,collar,medium,semi-formal,checked_pattern,short,long,no,"blue,white",no,?,?,?,?,?,?,?,?,"?",jeans,N-tone,medium,informal,"dark_blue,grey",person24
16,front,shirt,collar,medium,informal,checked_pattern,short,long,no,"red,dark_blue",no,?,?,?,?,?,?,?,?,"?",jeans,N-tone,medium,informal,"dark_blue,grey",person24
16,back,shirt,collar,medium,informal,checked_pattern,short,long,no,"red,dark_blue",no,?,?,?,?,?,?,?,?,"?",jeans,N-tone,medium,informal,"dark_blue,grey",person24
17,front,shirt,collar,medium,informal,graphics,short,short,no,"blue,white",no,?,?,?,?,?,?,?,?,"?",long_pants,solid,medium,semi-formal,"light_brown",person24
17,back,shirt,collar,medium,informal,graphics,short,short,no,"blue,white",no,?,?,?,?,?,?,?,?,"?",long_pants,solid,medium,semi-formal,"light_brown",person24
18,front,t-shirt,round-neck,medium,informal,graphics_with_text,short,short,no,"green,white,dark_green",no,?,?,?,?,?,?,?,?,"?",long_pants,solid,medium,semi-formal,"light_brown",person24
18,back,t-shirt,round-neck,medium,informal,solid,short,short,no,"green",no,?,?,?,?,?,?,?,?,"?",long_pants,solid,medium,semi-formal,"light_brown",person24
19,front,t-shirt,round-neck,medium,informal,graphics_with_text,short,short,no,"yellow,green",no,?,?,?,?,?,?,?,?,"?",long_pants,solid,medium,semi-formal,"light_brown",person24
19,back,t-shirt,round-neck,medium,informal,solid,short,short,no,"yellow",no,?,?,?,?,?,?,?,?,"?",long_pants,solid,medium,semi-formal,"light_brown",person24
20,front,hoodie,hood,medium,informal,ver_stripes,short,long,no,"dark_grey",yes,shirt,collar,?,?,?,?,?,no,"light_grey",jeans,N-tone,medium,informal,"dark_blue,grey",person24
20,back,hoodie,hood,medium,informal,solid,short,long,no,"dark_grey",yes,shirt,collar,?,?,?,?,?,no,"light_grey",jeans,N-tone,medium,informal,"dark_blue,grey",person24
21,front,jacket,collar,medium,informal,solid,short,long,yes,"black",no,?,?,?,?,?,?,?,?,"?",jeans,N-tone,medium,informal,"dark_blue,grey",person24
21,back,jacket,hood,medium,informal,solid,short,long,yes,"black",no,?,?,?,?,?,?,?,?,"?",jeans,N-tone,medium,informal,"dark_blue,grey",person24
22,front,shirt,round-neck,medium,informal,hor_stripes,short,long,no,"dark_blue,blue,grey",no,?,?,?,?,?,?,?,?,"?",long_pants,solid,medium,semi-formal,"light_brown",person24
22,back,shirt,round-neck,medium,informal,hor_stripes,short,long,no,"dark_blue,blue,grey",no,?,?,?,?,?,?,?,?,"?",long_pants,solid,medium,semi-formal,"light_brown",person24
23,front,shirt,collar,medium,semi-formal,solid,short,long,no,"blue",no,?,?,?,?,?,?,?,?,"?",long_pants,solid,medium,semi-formal,"light_brown",person24
23,back,shirt,collar,medium,semi-formal,solid,short,long,no,"blue",no,?,?,?,?,?,?,?,?,"?",long_pants,solid,medium,semi-formal,"light_brown",person24
24,front,t-shirt,round-neck,medium,informal,graphics_with_text,short,short,no,"green,white,dark_green",no,?,?,?,?,?,?,?,?,"?",long_pants,solid,medium,semi-formal,"light_brown",person24
24,back,t-shirt,round-neck,medium,informal,solid,short,short,no,"green",no,?,?,?,?,?,?,?,?,"?",long_pants,solid,medium,semi-formal,"light_brown",person24
25,front,shirt,collar,medium,semi-formal,checked_pattern,short,long,no,"blue,white",yes,?,round-neck,medium,informal,text,short,?,no,"blue,white",jeans,N-tone,medium,informal,"dark_blue,grey",person24
25,back,shirt,collar,medium,semi-formal,checked_pattern,short,long,no,"blue,white",no,?,?,?,?,?,?,?,?,"?",jeans,N-tone,medium,informal,"dark_blue,grey",person24
26,front,t-shirt,round-neck,medium,informal,graphics_with_text,short,short,no,"blue,white",no,?,?,?,?,?,?,?,?,"?",long_pants,solid,medium,semi-formal,"light_brown",person24
26,back,t-shirt,round-neck,medium,informal,solid,short,short,no,"blue",no,?,?,?,?,?,?,?,?,"?",long_pants,solid,medium,semi-formal,"light_brown",person24
27,front,shirt,collar,medium,informal,checked_pattern,short,medium,no,"blue,white,red",no,?,?,?,?,?,?,?,?,"?",long_pants,solid,medium,semi-formal,"light_brown",person24
27,back,shirt,collar,medium,informal,checked_pattern,short,medium,no,"blue,white,red",no,?,?,?,?,?,?,?,?,"?",long_pants,solid,medium,semi-formal,"light_brown",person24
28,front,hoodie,hood,medium,informal,ver_stripes,short,long,no,"dark_grey",yes,?,round-neck,medium,informal,graphics_with_text,short,?,no,"light_red,yellow,dark_red",jeans,N-tone,medium,informal,"dark_blue,grey",person24
28,back,hoodie,hood,medium,informal,solid,short,long,no,"dark_grey",no,?,?,?,?,?,?,?,?,"?",jeans,N-tone,medium,informal,"dark_blue,grey",person24
29,front,shirt,collar,medium,informal,checked_pattern,short,medium,no,"blue,white,red",no,?,?,?,?,?,?,?,?,"?",jeans,N-tone,medium,informal,"dark_blue,grey",person24
29,back,shirt,collar,medium,informal,checked_pattern,short,medium,no,"blue,white,red",no,?,?,?,?,?,?,?,?,"?",jeans,N-tone,medium,informal,"dark_blue,grey",person24
30,front,shirt,collar,medium,informal,checked_pattern,short,medium,no,"blue,white,red",yes,?,round-neck,medium,informal,graphics_with_text,short,?,no,"dark_grey,grey,red",jeans,N-tone,medium,informal,"dark_blue,grey",person24
30,back,shirt,collar,medium,informal,checked_pattern,short,medium,no,"blue,white,red",no,?,?,?,?,?,?,?,?,"?",jeans,N-tone,medium,informal,"dark_blue,grey",person24
1,front,shirt,collar,medium,informal,solid,short,long,no,"dark_red",no,?,?,?,?,?,?,?,?,"?",jeans,N-tone,medium,informal,"blue,white",person25
1,back,shirt,collar,medium,informal,solid,short,long,no,"dark_red",no,?,?,?,?,?,?,?,?,"?",jeans,N-tone,medium,informal,"blue,white",person25
2,front,t-shirt,round-neck,medium,informal,text,short,short,no,"white",no,?,?,?,?,?,?,?,?,"?",jeans,N-tone,medium,informal,"blue,white",person25
2,back,t-shirt,round-neck,medium,informal,solid,short,short,no,"white",no,?,?,?,?,?,?,?,?,"?",jeans,N-tone,medium,informal,"blue,white",person25
3,front,hoodie,hood,medium,informal,text,short,long,no,"green",yes,?,round-neck,?,?,?,?,?,no,"white",jeans,N-tone,medium,informal,"blue,white",person25
3,back,hoodie,hood,medium,informal,text,short,long,no,"green",no,?,?,?,?,?,?,?,?,"?",jeans,N-tone,medium,informal,"blue,white",person25
4,front,hoodie,hood,medium,informal,text,short,long,no,"green",yes,?,round-neck,?,?,?,?,?,no,"white",long_pants,solid,medium,semi-formal,"dark_blue",person25
4,back,hoodie,hood,medium,informal,text,short,long,no,"green",no,?,?,?,?,?,?,?,?,"?",long_pants,solid,medium,semi-formal,"dark_blue",person25
5,front,hoodie,turtle-neck,medium,informal,graphics,short,long,no,"white",no,?,?,?,?,?,?,?,?,"?",long_pants,solid,medium,semi-formal,"dark_blue",person25
5,back,hoodie,turtle-neck,medium,informal,solid,short,long,no,"white",no,?,?,?,?,?,?,?,?,"?",long_pants,solid,medium,semi-formal,"dark_blue",person25
6,front,sweater,v-neck,medium,informal,solid,short,long,no,"blue",no,?,?,?,?,?,?,?,?,"?",long_pants,solid,medium,semi-formal,"dark_blue",person25
6,back,sweater,round-neck,medium,informal,solid,short,long,no,"blue",no,?,?,?,?,?,?,?,?,"?",long_pants,solid,medium,semi-formal,"dark_blue",person25
